game,post,games_post,time_c,time_std,games_post_std,mu_target_true,mu_cf_target_true,skill_true,skill_cf_true,true_treatment_effect,elo_obs,opp_elo,mu_target_mean,mu_target_lwr,mu_target_upr,mu_cf_target_mean,mu_cf_target_lwr,mu_cf_target_upr,skill_mean,skill_lwr,skill_upr,skill_cf_mean,skill_cf_lwr,skill_cf_upr,treatment_effect_mean,treatment_effect_lwr,treatment_effect_upr
74,0,0,-26.5,-0.265,0.0,1699.311,1699.311,1722.1449731798034,1722.1449731798034,0.0,1710.9461374743444,1726.777131450764,1727.7125443859431,1705.1542223376248,1746.7406254725042,1727.7125443859431,1705.1542223376248,1746.7406254725042,1714.0198445758201,1690.743522977558,1737.2506793377227,1714.0198445758201,1690.743522977558,1737.2506793377227,0.0,0.0,0.0
75,0,0,-25.5,-0.255,0.0,1699.337,1699.337,1738.7279082056978,1738.7279082056978,0.0,1729.618632416301,1699.301382381314,1727.7803539239815,1705.2463644595712,1746.8387820005676,1727.7803539239815,1705.2463644595712,1746.8387820005676,1722.2848775848693,1699.203917560337,1746.3962717597524,1722.2848775848693,1699.203917560337,1746.3962717597524,0.0,0.0,0.0
76,0,0,-24.5,-0.245,0.0,1699.363,1699.363,1735.4520229672744,1735.4520229672744,0.0,1753.9926196494437,1737.6934575971181,1727.8481634620168,1705.315446922049,1746.948759667914,1727.8481634620168,1705.315446922049,1746.948759667914,1728.8768544358124,1705.058923516854,1754.7792513894017,1728.8768544358124,1705.058923516854,1754.7792513894017,0.0,0.0,0.0
77,0,0,-23.5,-0.235,0.0,1699.389,1699.389,1729.7332765965937,1729.7332765965937,0.0,1749.6457953442891,1800.7844321237392,1727.9159730000497,1705.361678018221,1747.0375955953007,1727.9159730000497,1705.361678018221,1747.0375955953007,1730.9162994614408,1707.7074941522,1756.3634880590027,1730.9162994614408,1707.7074941522,1756.3634880590027,0.0,0.0,0.0
78,0,0,-22.5,-0.225,0.0,1699.415,1699.415,1730.122886083882,1730.122886083882,0.0,1743.4441989175025,1737.9939503026621,1727.9837825380805,1705.3735231129172,1747.0936310362517,1727.9837825380805,1705.3735231129172,1747.0936310362517,1729.639982933506,1707.2342917424698,1754.2643500489503,1729.639982933506,1707.2342917424698,1754.2643500489503,0.0,0.0,0.0
79,0,0,-21.5,-0.215,0.0,1699.441,1699.441,1730.7926804850874,1730.7926804850874,0.0,1723.056565799788,1732.9066018393592,1728.051592076124,1705.3560176019046,1747.1637505393376,1728.051592076124,1705.3560176019046,1747.1637505393376,1725.851873587188,1703.1244666170955,1749.326166821133,1725.851873587188,1703.1244666170955,1749.326166821133,0.0,0.0,0.0
80,0,0,-20.5,-0.205,0.0,1699.467,1699.467,1722.823947950937,1722.823947950937,0.0,1706.1425126819418,1717.4343854367032,1728.1194016141587,1705.3631773019974,1747.1624184756622,1728.1194016141587,1705.3631773019974,1747.1624184756622,1722.6077830197758,1698.8394502194021,1745.9425975724985,1722.6077830197758,1698.8394502194021,1745.9425975724985,0.0,0.0,0.0
81,0,0,-19.5,-0.195,0.0,1699.493,1699.493,1716.1525761095709,1716.1525761095709,0.0,1710.3582273662482,1750.0815992655691,1728.1872111521957,1705.4830509017117,1747.2291090689268,1728.1872111521957,1705.4830509017117,1747.2291090689268,1722.4861819303896,1699.4801445983237,1745.3329974488947,1722.4861819303896,1699.4801445983237,1745.3329974488947,0.0,0.0,0.0
82,0,0,-18.5,-0.185,0.0,1699.519,1699.519,1723.952641791588,1723.952641791588,0.0,1720.28527025072,1749.048965639225,1728.2550206902315,1705.512354346991,1747.3620598217137,1728.2550206902315,1705.512354346991,1747.3620598217137,1724.5946711250285,1701.301252012853,1748.603868426686,1724.5946711250285,1701.301252012853,1748.603868426686,0.0,0.0,0.0
83,0,0,-17.5,-0.175,0.0,1699.545,1699.545,1739.882499093164,1739.882499093164,0.0,1760.9186761304056,1766.908441143426,1728.3228302282653,1705.5237865793902,1747.4972091529703,1728.3228302282653,1705.5237865793902,1747.4972091529703,1727.7058797833215,1704.6097557071146,1751.7851578508105,1727.7058797833215,1704.6097557071146,1751.7851578508105,0.0,0.0,0.0
84,0,0,-16.5,-0.165,0.0,1699.571,1699.571,1736.811260627509,1736.811260627509,0.0,1729.8058153592954,1720.6804795634343,1728.3906397662995,1705.547364402152,1747.558056072779,1728.3906397662995,1705.547364402152,1747.558056072779,1724.3146995077957,1701.077391772531,1747.87857438322,1724.3146995077957,1701.077391772531,1747.87857438322,0.0,0.0,0.0
85,0,0,-15.5,-0.155,0.0,1699.597,1699.597,1729.5873233050054,1729.5873233050054,0.0,1699.469244270853,1601.2256585413654,1728.4584493043367,1705.6430460714291,1747.6869229671597,1728.4584493043367,1705.6430460714291,1747.6869229671597,1719.7886752461086,1696.105630970095,1742.935073121257,1719.7886752461086,1696.105630970095,1742.935073121257,0.0,0.0,0.0
86,0,0,-14.5,-0.145,0.0,1699.623,1699.623,1726.1543247726636,1726.1543247726636,0.0,1705.222459806647,1693.2881795741905,1728.5262588423739,1705.6549394645253,1747.7395126452304,1728.5262588423739,1705.6549394645253,1747.7395126452304,1719.2506629533525,1695.7534044032575,1741.8291054751355,1719.2506629533525,1695.7534044032575,1741.8291054751355,0.0,0.0,0.0
87,0,0,-13.5,-0.135,0.0,1699.649,1699.649,1715.67290467751,1715.67290467751,0.0,1759.7775404629247,1715.0836916212684,1728.5940683804074,1705.601493064728,1747.7965833638982,1728.5940683804074,1705.601493064728,1747.7965833638982,1721.3266033129628,1698.6020800252531,1744.1216785268707,1721.3266033129628,1698.6020800252531,1744.1216785268707,0.0,0.0,0.0
88,0,0,-12.5,-0.125,0.0,1699.675,1699.675,1712.6242288860667,1712.6242288860667,0.0,1689.3077091167117,1663.4705982839052,1728.6618779184448,1705.6569617840314,1747.919794486222,1728.6618779184448,1705.6569617840314,1747.919794486222,1715.6828853260702,1692.501239882576,1738.9974403799079,1715.6828853260702,1692.501239882576,1738.9974403799079,0.0,0.0,0.0
89,0,0,-11.5,-0.115,0.0,1699.701,1699.701,1716.590205723023,1716.590205723023,0.0,1684.9952854837632,1755.699959285257,1728.7296874564765,1705.5921349962275,1748.0516983502134,1728.7296874564765,1705.5921349962275,1748.0516983502134,1715.0940058774638,1691.358903322994,1738.4402434102756,1715.0940058774638,1691.358903322994,1738.4402434102756,0.0,0.0,0.0
90,0,0,-10.5,-0.105,0.0,1699.727,1699.727,1715.4395119926692,1715.4395119926692,0.0,1708.1477744039985,1667.0714001887907,1728.7974969945062,1705.602590417074,1748.184253676505,1728.7974969945062,1705.602590417074,1748.184253676505,1720.206126103526,1697.0091717434007,1743.3239724100144,1720.206126103526,1697.0091717434007,1743.3239724100144,0.0,0.0,0.0
91,0,0,-9.5,-0.095,0.0,1699.753,1699.753,1727.471557723432,1727.471557723432,0.0,1771.4981846848586,1606.0227991652982,1728.8653065325493,1705.595497933417,1748.2984435461517,1728.8653065325493,1705.595497933417,1748.2984435461517,1727.3614631351106,1704.7032237121255,1751.376057038376,1727.3614631351106,1704.7032237121255,1751.376057038376,0.0,0.0,0.0
92,0,0,-8.5,-0.085,0.0,1699.779,1699.779,1728.4265868911675,1728.4265868911675,0.0,1730.8376056769039,1775.424847270189,1728.9331160705801,1705.5563763501705,1748.3908977745098,1728.9331160705801,1705.5563763501705,1748.3908977745098,1725.9559152381166,1702.902081549565,1749.7186516649938,1725.9559152381166,1702.902081549565,1749.7186516649938,0.0,0.0,0.0
93,0,0,-7.5,-0.075,0.0,1699.805,1699.805,1732.6653504266865,1732.6653504266865,0.0,1739.9815652861023,1720.8801498726618,1729.0009256086178,1705.5778488245412,1748.4659771527204,1729.0009256086178,1705.5778488245412,1748.4659771527204,1723.8446638317305,1700.304473161005,1747.1488849303691,1723.8446638317305,1700.304473161005,1747.1488849303691,0.0,0.0,0.0
94,0,0,-6.5,-0.065,0.0,1699.831,1699.831,1730.5210880940579,1730.5210880940579,0.0,1691.1070201896282,1731.9577519716372,1729.0687351466488,1705.562681415964,1748.5530887263967,1729.0687351466488,1705.562681415964,1748.5530887263967,1718.4659451277867,1694.4007925154835,1741.7114425579805,1718.4659451277867,1694.4007925154835,1741.7114425579805,0.0,0.0,0.0
95,0,0,-5.5,-0.055,0.0,1699.857,1699.857,1743.0644633977802,1743.0644633977802,0.0,1705.5938023063843,1645.6468436198181,1729.1365446846846,1705.576660467129,1748.6115837108039,1729.1365446846846,1705.576660467129,1748.6115837108039,1718.4881436386017,1694.0907675074477,1741.049611052279,1718.4881436386017,1694.0907675074477,1741.049611052279,0.0,0.0,0.0
96,0,0,-4.5,-0.045,0.0,1699.883,1699.883,1729.977378107759,1729.977378107759,0.0,1729.9181100889516,1711.0933735861715,1729.2043542227202,1705.5900585492739,1748.6663232213623,1729.2043542227202,1705.5900585492739,1748.6663232213623,1720.8296617893905,1696.131270228972,1743.5310281234315,1720.8296617893905,1696.131270228972,1743.5310281234315,0.0,0.0,0.0
97,0,0,-3.5,-0.035,0.0,1699.909,1699.909,1726.3400971426015,1726.3400971426015,0.0,1714.8998077388492,1719.1709180050682,1729.2721637607574,1705.6038389878684,1748.7508176255199,1729.2721637607574,1705.6038389878684,1748.7508176255199,1721.2419736960733,1697.6017824803735,1744.7717966579132,1721.2419736960733,1697.6017824803735,1744.7717966579132,0.0,0.0,0.0
98,0,0,-2.5,-0.025,0.0,1699.935,1699.935,1714.0751084429476,1714.0751084429476,0.0,1723.816630711112,1718.8960765188476,1729.339973298797,1705.6550241980867,1748.9479773760959,1729.339973298797,1705.6550241980867,1748.9479773760959,1722.9064075747365,1699.5771540015962,1746.1814547104927,1722.9064075747365,1699.5771540015962,1746.1814547104927,0.0,0.0,0.0
99,0,0,-1.5,-0.015,0.0,1699.961,1699.961,1722.0555613442054,1722.0555613442054,0.0,1694.4936723529038,1772.9551750930652,1729.4077828368243,1705.7005737799018,1749.0291725445204,1729.4077828368243,1705.7005737799018,1749.0291725445204,1724.241739194902,1701.2864118088282,1747.3326507549436,1724.241739194902,1701.2864118088282,1747.3326507549436,0.0,0.0,0.0
100,0,0,-0.5,-0.005,0.0,1699.987,1699.987,1730.1174130135516,1730.1174130135516,0.0,1756.4436381366036,1695.6741670926808,1729.4755923748646,1705.6803958802589,1749.0752723849187,1729.4755923748646,1705.6803958802589,1749.0752723849187,1731.2885067083273,1708.5476259121167,1754.410379287617,1731.2885067083273,1708.5476259121167,1754.410379287617,0.0,0.0,0.0
101,0,0,0.5,0.005,0.0,1700.013,1700.013,1724.3576488231479,1724.3576488231479,0.0,1758.2944936646925,1712.5078125282912,1729.5434019128948,1705.7067573810725,1749.1801767768081,1729.5434019128948,1705.7067573810725,1749.1801767768081,1733.4858628842576,1709.815334535596,1757.6060666134586,1733.4858628842576,1709.815334535596,1757.6060666134586,0.0,0.0,0.0
102,0,0,1.5,0.015,0.0,1700.039,1700.039,1740.4524090297198,1740.4524090297198,0.0,1701.7797767041043,1835.3869560321384,1729.6112114509388,1705.733788973945,1749.2748083937454,1729.6112114509388,1705.733788973945,1749.2748083937454,1730.5902042282555,1706.4724447924666,1754.4849434804887,1730.5902042282555,1706.4724447924666,1754.4849434804887,0.0,0.0,0.0
103,0,0,2.5,0.025,0.0,1700.065,1700.065,1736.6720348927329,1736.6720348927329,0.0,1742.8004730404004,1729.3083497494126,1729.679020988975,1705.7448607052925,1749.396518501065,1729.679020988975,1705.7448607052925,1749.396518501065,1733.6180492536678,1710.1250421664267,1757.0977063088824,1733.6180492536678,1710.1250421664267,1757.0977063088824,0.0,0.0,0.0
104,0,0,3.5,0.035,0.0,1700.091,1700.091,1722.1066429953946,1722.1066429953946,0.0,1715.126053044361,1802.781819353532,1729.7468305270033,1705.7573180141887,1749.4843978460908,1729.7468305270033,1705.7573180141887,1749.4843978460908,1734.648502871056,1711.6801925938548,1757.9319951204222,1734.648502871056,1711.6801925938548,1757.9319951204222,0.0,0.0,0.0
105,0,0,4.5,0.045,0.0,1700.117,1700.117,1718.854805087125,1718.854805087125,0.0,1754.9199655369248,1622.8878428468586,1729.8146400650419,1705.7735117209825,1749.6052319895352,1729.8146400650419,1705.7735117209825,1749.6052319895352,1739.4185970318845,1715.6730866768055,1763.0548146242918,1739.4185970318845,1715.6730866768055,1763.0548146242918,0.0,0.0,0.0
106,0,0,5.5,0.055,0.0,1700.143,1700.143,1722.0807740847931,1722.0807740847931,0.0,1727.7265087484302,1713.198624231037,1729.8824496030736,1705.767455000417,1749.733523151489,1729.8824496030736,1705.767455000417,1749.733523151489,1741.4693982163785,1717.9390782802186,1764.2154380324857,1741.4693982163785,1717.9390782802186,1764.2154380324857,0.0,0.0,0.0
107,0,0,6.5,0.065,0.0,1700.169,1700.169,1719.2986184538267,1719.2986184538267,0.0,1743.129916689044,1788.5654619115069,1729.9502591411122,1705.7469864379339,1749.8772058573463,1729.9502591411122,1705.7469864379339,1749.8772058573463,1745.9263377564448,1722.5495777960548,1769.2940320857151,1745.9263377564448,1722.5495777960548,1769.2940320857151,0.0,0.0,0.0
108,0,0,7.5,0.075,0.0,1700.195,1700.195,1741.5717520834223,1741.5717520834223,0.0,1739.6649948253362,1781.1924422694478,1730.0180686791468,1705.7604642578488,1750.0462634535552,1730.0180686791468,1705.7604642578488,1750.0462634535552,1750.9728344916603,1727.5256102067335,1774.3601935205324,1750.9728344916603,1727.5256102067335,1774.3601935205324,0.0,0.0,0.0
109,0,0,8.5,0.085,0.0,1700.221,1700.221,1749.2986035495535,1749.2986035495535,0.0,1757.1533332605068,1834.4237427637709,1730.0858782171779,1705.7694832390412,1750.2086033440287,1730.0858782171779,1705.7694832390412,1750.2086033440287,1758.4789999945258,1735.059907005439,1782.269908370567,1758.4789999945258,1735.059907005439,1782.269908370567,0.0,0.0,0.0
110,0,0,9.5,0.095,0.0,1700.247,1700.247,1765.6303658657907,1765.6303658657907,0.0,1818.951034064377,1746.342580558121,1730.1536877552155,1705.7724321274852,1750.3525997666936,1730.1536877552155,1705.7724321274852,1750.3525997666936,1766.4983946444206,1741.156127913243,1793.3684212904245,1766.4983946444206,1741.156127913243,1793.3684212904245,0.0,0.0,0.0
111,0,0,10.5,0.105,0.0,1700.273,1700.273,1778.1820729793842,1778.1820729793842,0.0,1830.0910970185164,1786.5997593019335,1730.2214972932584,1705.7214345410268,1750.482975202576,1730.2214972932584,1705.7214345410268,1750.482975202576,1765.3175525317984,1740.7830662657095,1792.7417556830899,1765.3175525317984,1740.7830662657095,1792.7417556830899,0.0,0.0,0.0
112,0,0,11.5,0.115,0.0,1700.299,1700.299,1759.7665647361089,1759.7665647361089,0.0,1717.3557106008786,1630.0697363923246,1730.289306831296,1705.6640935655857,1750.534444276691,1730.289306831296,1705.6640935655857,1750.534444276691,1751.9678991311262,1728.7500199668973,1776.4159069979994,1751.9678991311262,1728.7500199668973,1776.4159069979994,0.0,0.0,0.0
113,0,0,12.5,0.125,0.0,1700.325,1700.325,1754.8001473747352,1754.8001473747352,0.0,1764.331239875298,1677.9230598047618,1730.3571163693284,1705.6403272229497,1750.6331039305467,1730.3571163693284,1705.6403272229497,1750.6331039305467,1745.7692250871967,1722.9695355512981,1770.0006164828953,1745.7692250871967,1722.9695355512981,1770.0006164828953,0.0,0.0,0.0
114,0,0,13.5,0.135,0.0,1700.351,1700.351,1726.426307558512,1726.426307558512,0.0,1732.4585370425796,1756.4270544434698,1730.4249259073626,1705.6159761044394,1750.8048501099042,1730.4249259073626,1705.6159761044394,1750.8048501099042,1736.0971949084103,1712.4479385516925,1759.44717744207,1736.0971949084103,1712.4479385516925,1759.44717744207,0.0,0.0,0.0
115,0,0,14.5,0.145,0.0,1700.377,1700.377,1719.4413540482722,1719.4413540482722,0.0,1692.5967305779611,1685.5635788899767,1730.492735445398,1705.6145989977804,1751.003881488528,1730.492735445398,1705.6145989977804,1751.003881488528,1727.3037855053801,1703.3651990902715,1750.7164741575862,1727.3037855053801,1703.3651990902715,1750.7164741575862,0.0,0.0,0.0
116,0,0,15.5,0.155,0.0,1700.403,1700.403,1730.211629525144,1730.211629525144,0.0,1711.0114683331865,1777.9537506086801,1730.5605449834268,1705.6038006812958,1751.0812649064696,1730.5605449834268,1705.6038006812958,1751.0812649064696,1724.933521786006,1700.6159027466283,1748.3007794381035,1724.933521786006,1700.6159027466283,1748.3007794381035,0.0,0.0,0.0
117,0,0,16.5,0.165,0.0,1700.429,1700.429,1721.1838659752468,1721.1838659752468,0.0,1725.8073188530761,1705.1228786858183,1730.6283545214671,1705.5733396679416,1751.2751937860119,1730.6283545214671,1705.5733396679416,1751.2751937860119,1725.0351470838214,1701.1763917587657,1748.438152028715,1725.0351470838214,1701.1763917587657,1748.438152028715,0.0,0.0,0.0
118,0,0,17.5,0.175,0.0,1700.455,1700.455,1714.40240427608,1714.40240427608,0.0,1738.3024743126948,1745.2830740342188,1730.6961640595068,1705.52014196456,1751.3690929752574,1730.6961640595068,1705.52014196456,1751.3690929752574,1724.8254182448325,1701.3139740304177,1748.6927111490872,1724.8254182448325,1701.3139740304177,1748.6927111490872,0.0,0.0,0.0
119,0,0,18.5,0.185,0.0,1700.481,1700.481,1717.385317865822,1717.385317865822,0.0,1730.4631447882584,1671.3816754972877,1730.7639735975467,1705.5353858762787,1751.5030458620597,1730.7639735975467,1705.5353858762787,1751.5030458620597,1722.131035807969,1699.106200849729,1745.4569229438919,1722.131035807969,1699.106200849729,1745.4569229438919,0.0,0.0,0.0
120,0,0,19.5,0.195,0.0,1700.507,1700.507,1724.9209165204088,1724.9209165204088,0.0,1714.4525543171853,1667.5851568316837,1730.8317831355728,1705.579962968731,1751.6721616510981,1730.8317831355728,1705.579962968731,1751.6721616510981,1717.7206849665868,1694.0651805086486,1740.4626138479364,1717.7206849665868,1694.0651805086486,1740.4626138479364,0.0,0.0,0.0
121,0,0,20.5,0.205,0.0,1700.533,1700.533,1720.87002434868,1720.87002434868,0.0,1694.3408865822466,1781.5821792436318,1730.8995926736077,1705.5997491921664,1751.7658782774583,1730.8995926736077,1705.5997491921664,1751.7658782774583,1713.6831308219041,1689.2274174486618,1736.8985496579048,1713.6831308219041,1689.2274174486618,1736.8985496579048,0.0,0.0,0.0
122,0,0,21.5,0.215,0.0,1700.559,1700.559,1717.905682107305,1717.905682107305,0.0,1665.5734041335784,1749.993158959363,1730.967402211644,1705.5822172255903,1751.9046475235161,1730.967402211644,1705.5822172255903,1751.9046475235161,1712.8770141226858,1688.4872257492789,1735.8330177730438,1712.8770141226858,1688.4872257492789,1735.8330177730438,0.0,0.0,0.0
123,0,0,22.5,0.225,0.0,1700.585,1700.585,1725.6490854901854,1725.6490854901854,0.0,1764.1493555135432,1726.8030567998658,1731.0352117496823,1705.5168400095226,1752.0887917970472,1731.0352117496823,1705.5168400095226,1752.0887917970472,1721.1299135166046,1698.1589922617386,1743.6246808733174,1721.1299135166046,1698.1589922617386,1743.6246808733174,0.0,0.0,0.0
124,0,0,23.5,0.235,0.0,1700.611,1700.611,1727.6889106290232,1727.6889106290232,0.0,1713.7702638120688,1774.8954687557018,1731.1030212877188,1705.6166798913973,1752.3195869020853,1731.1030212877188,1705.6166798913973,1752.3195869020853,1721.0693092565216,1697.3783781637017,1744.1894841788921,1721.0693092565216,1697.3783781637017,1744.1894841788921,0.0,0.0,0.0
125,0,0,24.5,0.245,0.0,1700.637,1700.637,1724.2950047053039,1724.2950047053039,0.0,1702.8092264106847,1774.435347165666,1731.170830825748,1705.5612458214391,1752.48096610128,1731.170830825748,1705.5612458214391,1752.48096610128,1721.946316506605,1698.1076267872263,1744.983707317657,1721.946316506605,1698.1076267872263,1744.983707317657,0.0,0.0,0.0
126,0,0,25.5,0.255,0.0,1700.663,1700.663,1726.9673995337466,1726.9673995337466,0.0,1735.4080792088287,1790.9084515729614,1731.2386403637838,1705.567547063581,1752.6813911781542,1731.2386403637838,1705.567547063581,1752.6813911781542,1726.530447368319,1702.8988629207017,1750.4231267384193,1726.530447368319,1702.8988629207017,1750.4231267384193,0.0,0.0,0.0
127,0,0,26.5,0.265,0.0,1700.689,1700.689,1727.203046624575,1727.203046624575,0.0,1725.0556603909868,1709.7402233619734,1731.3064499018174,1705.4549151600725,1752.8473038943541,1731.3064499018174,1705.4549151600725,1752.8473038943541,1729.27197780769,1705.353122978887,1752.68034984151,1729.27197780769,1705.353122978887,1752.68034984151,0.0,0.0,0.0
128,0,0,27.5,0.275,0.0,1700.715,1700.715,1729.2196149270735,1729.2196149270735,0.0,1728.8031600442466,1688.6599776377839,1731.3742594398561,1705.3515557280787,1753.0058708827496,1731.3742594398561,1705.3515557280787,1753.0058708827496,1732.808204855572,1709.5385751055528,1756.0805834692976,1732.808204855572,1709.5385751055528,1756.0805834692976,0.0,0.0,0.0
129,0,0,28.5,0.285,0.0,1700.741,1700.741,1748.6623544465585,1748.6623544465585,0.0,1765.0915912328514,1751.8803143000991,1731.4420689778863,1705.2901600051866,1753.1894081092885,1731.4420689778863,1705.2901600051866,1753.1894081092885,1736.9918884253766,1713.2900820050604,1760.6035909424004,1736.9918884253766,1713.2900820050604,1760.6035909424004,0.0,0.0,0.0
130,0,0,29.5,0.295,0.0,1700.767,1700.767,1744.6523681208735,1744.6523681208735,0.0,1732.4969272127512,1764.746034936084,1731.509878515922,1705.2802132486643,1753.3729453358274,1731.509878515922,1705.2802132486643,1753.3729453358274,1735.6656240239538,1712.215202307196,1759.1472544384353,1735.6656240239538,1712.215202307196,1759.1472544384353,0.0,0.0,0.0
131,0,0,30.5,0.305,0.0,1700.793,1700.793,1738.3775521789914,1738.3775521789914,0.0,1711.9352895936943,1665.8194851181875,1731.577688053959,1705.247858862826,1753.5564522101777,1731.577688053959,1705.247858862826,1753.5564522101777,1735.2259242869163,1710.443125208526,1758.4823531490476,1735.2259242869163,1710.443125208526,1758.4823531490476,0.0,0.0,0.0
132,0,0,31.5,0.315,0.0,1700.819,1700.819,1751.762689076509,1751.762689076509,0.0,1748.199203272564,1629.7675325046573,1731.6454975919935,1705.2278306163612,1753.735005065769,1731.6454975919935,1705.2278306163612,1753.735005065769,1739.5050116682246,1716.1440574157352,1762.594612541004,1739.5050116682246,1716.1440574157352,1762.594612541004,0.0,0.0,0.0
133,0,0,32.5,0.325,0.0,1700.845,1700.845,1743.687328854193,1743.687328854193,0.0,1745.326978666647,1766.6998597825045,1731.713307130025,1705.3028493453378,1753.8886227413216,1731.713307130025,1705.3028493453378,1753.8886227413216,1741.7390518769591,1718.7797511255594,1765.5029486040842,1741.7390518769591,1718.7797511255594,1765.5029486040842,0.0,0.0,0.0
134,0,0,33.5,0.335,0.0,1700.871,1700.871,1760.0298970338818,1760.0298970338818,0.0,1732.8190507160516,1828.4082699675225,1731.7811166680694,1705.2015555796152,1754.077159309021,1731.7811166680694,1705.2015555796152,1754.077159309021,1743.2275149185232,1719.589351611731,1766.1557248306617,1743.2275149185232,1719.589351611731,1766.1557248306617,0.0,0.0,0.0
135,0,0,34.5,0.345,0.0,1700.897,1700.897,1756.9052610310844,1756.9052610310844,0.0,1729.2769707043603,1764.4616162546179,1731.848926206105,1705.2067259144624,1754.195181977748,1731.848926206105,1705.2067259144624,1754.195181977748,1746.6430386203344,1723.367206666995,1769.3866752783995,1746.6430386203344,1723.367206666995,1769.3866752783995,0.0,0.0,0.0
136,0,0,35.5,0.355,0.0,1700.923,1700.923,1756.5240109909055,1756.5240109909055,0.0,1730.3394431302447,1742.9109431590282,1731.9167357441354,1705.1596686055743,1754.2878405896304,1731.9167357441354,1705.1596686055743,1754.2878405896304,1753.5326419411122,1729.962971653179,1776.2364441860561,1753.5326419411122,1729.962971653179,1776.2364441860561,0.0,0.0,0.0
137,0,0,36.5,0.365,0.0,1700.949,1700.949,1762.748793582496,1762.748793582496,0.0,1783.1443238543698,1773.500714313628,1731.9845452821726,1705.1210440841924,1754.3956166177215,1731.9845452821726,1705.1210440841924,1754.3956166177215,1765.0239368522264,1741.6444547917754,1788.7442571882975,1765.0239368522264,1741.6444547917754,1788.7442571882975,0.0,0.0,0.0
138,0,0,37.5,0.375,0.0,1700.975,1700.975,1773.6444146649771,1773.6444146649771,0.0,1808.2547121491311,1785.9102009056855,1732.0523548202054,1705.0772739230474,1754.6282537853403,1732.0523548202054,1705.0772739230474,1754.6282537853403,1773.3095589278846,1749.6209603087532,1797.2517916307593,1773.3095589278846,1749.6209603087532,1797.2517916307593,0.0,0.0,0.0
139,0,0,38.5,0.385,0.0,1701.001,1701.001,1782.1615328883565,1782.1615328883565,0.0,1813.9985408218597,1726.881966155636,1732.1201643582392,1705.0817412274923,1754.807923108389,1732.1201643582392,1705.0817412274923,1754.807923108389,1775.4096952838172,1751.545764948997,1799.965294215667,1775.4096952838172,1751.545764948997,1799.965294215667,0.0,0.0,0.0
140,0,0,39.5,0.395,0.0,1701.027,1701.027,1778.5024886780318,1778.5024886780318,0.0,1755.6744054510045,1794.2447492927006,1732.18797389628,1705.0601297324852,1754.9838067853111,1732.18797389628,1705.0601297324852,1754.9838067853111,1769.9951923379103,1747.2498797551013,1793.1640999968306,1769.9951923379103,1747.2498797551013,1793.1640999968306,0.0,0.0,0.0
141,0,0,40.5,0.405,0.0,1701.053,1701.053,1773.2892105494927,1773.2892105494927,0.0,1755.946670922724,1839.2556480474343,1732.2557834343029,1704.9672343523855,1755.1237395612766,1732.2557834343029,1704.9672343523855,1755.1237395612766,1767.82010609695,1744.025871972892,1791.1144261309253,1767.82010609695,1744.025871972892,1791.1144261309253,0.0,0.0,0.0
142,0,0,41.5,0.415,0.0,1701.079,1701.079,1775.3197327990526,1775.3197327990526,0.0,1743.38933707617,1798.1335848174595,1732.32359297235,1705.0190711367848,1755.2691171217555,1732.32359297235,1705.0190711367848,1755.2691171217555,1768.309983390834,1744.5334488170756,1791.3275756640232,1768.309983390834,1744.5334488170756,1791.3275756640232,0.0,0.0,0.0
143,0,0,42.5,0.425,0.0,1701.105,1701.105,1775.1826288653851,1775.1826288653851,0.0,1821.0988099507003,1767.9935751645298,1732.391402510388,1705.0462949558537,1755.3924268100352,1732.391402510388,1705.0462949558537,1755.3924268100352,1773.9012204660798,1750.572977799956,1797.8584109023,1773.9012204660798,1750.572977799956,1797.8584109023,0.0,0.0,0.0
144,0,0,43.5,0.435,0.0,1701.131,1701.131,1767.2788652157737,1767.2788652157737,0.0,1755.1731813587562,1809.5795111912537,1732.4592120484226,1705.0110976797607,1755.574170650573,1732.4592120484226,1705.0110976797607,1755.574170650573,1770.5321292552824,1747.4405738982102,1793.7925374659922,1770.5321292552824,1747.4405738982102,1793.7925374659922,0.0,0.0,0.0
145,0,0,44.5,0.445,0.0,1701.157,1701.157,1770.0637086598633,1770.0637086598633,0.0,1769.1250203598747,1804.338414881546,1732.5270215864532,1704.9680915161348,1755.728269122978,1732.5270215864532,1704.9680915161348,1755.728269122978,1770.242177566488,1747.1703987602607,1793.5815223092852,1770.242177566488,1747.1703987602607,1793.5815223092852,0.0,0.0,0.0
146,0,0,45.5,0.455,0.0,1701.183,1701.183,1778.6272906882807,1778.6272906882807,0.0,1766.7289732107017,1722.8292360109294,1732.5948311244895,1704.9939585581885,1755.9240925649617,1732.5948311244895,1704.9939585581885,1755.9240925649617,1770.5446455301683,1746.77108181275,1794.1264810515868,1770.5446455301683,1746.77108181275,1794.1264810515868,0.0,0.0,0.0
147,0,0,46.5,0.465,0.0,1701.209,1701.209,1778.7439919242536,1778.7439919242536,0.0,1782.9311497100227,1851.224580919756,1732.662640662528,1705.0073027974552,1756.0861339309004,1732.662640662528,1705.0073027974552,1756.0861339309004,1771.8395076161173,1748.109326326045,1795.047334402781,1771.8395076161173,1748.109326326045,1795.047334402781,0.0,0.0,0.0
